county,survey_date,avg_rain_3m,survey_round,raw_date,gam_percent,emergency_or_not_emergency,year,month,start_window,end_window,events_3m,fatalities_3m,displaced_3m,price_3m,wasting_binary
Abiemnhom,2019-07-01,75.25769373014734,r24,Jul-19,15.5,Yes,2019,Jul,2019-04-01,2019-07-01,0,0,0,NA,1
Abiemnhom,2019-12-01,114.6656738205746,r25,Dec-19,12.6,No,2019,Dec,2019-09-01,2019-12-01,0,0,0,NA,0
Abiemnhom,2020-09-01,117.08533882348276,r26,Sep-20,17.3,Yes,2020,Sep,2020-06-01,2020-09-01,0,0,0,3589.85247036223,1
Abiemnhom,2021-10-01,137.5487219588873,r27,Oct-21,17.3,Yes,2021,Oct,2021-07-01,2021-10-01,0,0,0,6189.847854667345,1
Abiemnhom,2022-08-01,88.24281081007048,r28,Aug-22,17.1,Yes,2022,Aug,2022-05-01,2022-08-01,0,0,0,6007.211123214285,1
Abiemnhom,2023-07-01,53.63463724430433,r29,Jul-23,7.7,No,2023,Jul,2023-04-01,2023-07-01,4,6,14114,NA,0
Abiemnhom,2024-07-01,53.32052297944901,r30,Jul-24,18.5,Yes,2024,Jul,2024-04-01,2024-07-01,6,6,76445,NA,1
Akobo,2019-07-01,89.29247300884572,r24,Jul-19,18.9,Yes,2019,Jul,2019-04-01,2019-07-01,0,0,0,NA,1
Akobo,2019-12-01,139.37432739836382,r25,Dec-19,19.2,Yes,2019,Dec,2019-09-01,2019-12-01,0,0,0,NA,1
Akobo,2020-09-01,156.87532591645837,r26,Sep-20,3.4,No,2020,Sep,2020-06-01,2020-09-01,0,0,0,NA,0
Akobo,2021-10-01,137.78318190020963,r27,Oct-21,3.4,No,2021,Oct,2021-07-01,2021-10-01,0,0,0,8029.26494931187,0
Akobo,2022-08-01,119.43592504981396,r28,Aug-22,19.9,Yes,2022,Aug,2022-05-01,2022-08-01,1,0,1257,6874.071440970314,1
Akobo,2023-07-01,81.80401975698999,r29,Jul-23,19.7,Yes,2023,Jul,2023-04-01,2023-07-01,75,90,290318,3259.2051702479635,1
Akobo,2024-07-01,81.36046523593643,r30,Jul-24,20.3,Yes,2024,Jul,2024-04-01,2024-07-01,76,97,340882,5014.850539396135,1
Aweil Centre,2019-07-01,95.41537018081236,r24,Jul-19,7.1,No,2019,Jul,2019-04-01,2019-07-01,0,0,0,NA,0
Aweil Centre,2019-12-01,126.69480273927428,r25,Dec-19,5.6,No,2019,Dec,2019-09-01,2019-12-01,0,0,0,NA,0
Aweil Centre,2020-09-01,145.91043024908765,r26,Sep-20,8.8,No,2020,Sep,2020-06-01,2020-09-01,0,0,0,3067.285711753512,0
Aweil Centre,2021-10-01,181.24397456637183,r27,Oct-21,8.8,No,2021,Oct,2021-07-01,2021-10-01,0,0,0,5419.189538218122,0
Aweil Centre,2022-08-01,135.57486148933862,r28,Aug-22,18.7,Yes,2022,Aug,2022-05-01,2022-08-01,0,0,0,4834.711789859524,1
Aweil Centre,2023-07-01,77.5453659874047,r29,Jul-23,11,No,2023,Jul,2023-04-01,2023-07-01,3,2,4773,3303.281882662939,0
Aweil Centre,2024-07-01,72.35752032378448,r30,Jul-24,8.3,No,2024,Jul,2024-04-01,2024-07-01,0,0,0,8580.917317620278,0
Aweil East,2019-07-01,77.98009535365465,r24,Jul-19,12.8,No,2019,Jul,2019-04-01,2019-07-01,0,0,0,NA,0
Aweil East,2019-12-01,100.62630376617116,r25,Dec-19,7.1,No,2019,Dec,2019-09-01,2019-12-01,0,0,0,NA,0
Aweil East,2020-09-01,122.58536000819429,r26,Sep-20,12,No,2020,Sep,2020-06-01,2020-09-01,0,0,0,NA,0
Aweil East,2021-10-01,152.09461447611145,r27,Oct-21,12,No,2021,Oct,2021-07-01,2021-10-01,0,0,0,5792.314533666667,0
Aweil East,2022-08-01,102.59954562826375,r28,Aug-22,11.6,No,2022,Aug,2022-05-01,2022-08-01,3,2,9585,6189.431147151974,0
Aweil East,2023-07-01,60.322136167882974,r29,Jul-23,12.6,No,2023,Jul,2023-04-01,2023-07-01,27,68,45066,7061.000981834245,0
Aweil East,2024-07-01,53.79455101742499,r30,Jul-24,14,No,2024,Jul,2024-04-01,2024-07-01,14,31,17615,7960.342618977128,0
Aweil North,2019-07-01,72.84762960650681,r24,Jul-19,13.7,No,2019,Jul,2019-04-01,2019-07-01,0,0,0,NA,0
Aweil North,2019-12-01,95.1269250436814,r25,Dec-19,9.8,No,2019,Dec,2019-09-01,2019-12-01,0,0,0,NA,0
Aweil North,2020-09-01,131.6870126057267,r26,Sep-20,9.4,No,2020,Sep,2020-06-01,2020-09-01,0,0,0,NA,0
Aweil North,2021-10-01,159.6117663021465,r27,Oct-21,9.4,No,2021,Oct,2021-07-01,2021-10-01,0,0,0,7237.117091817437,0
Aweil North,2022-08-01,109.84973733132574,r28,Aug-22,12.8,No,2022,Aug,2022-05-01,2022-08-01,0,0,0,6702.478263583373,0
Aweil North,2023-07-01,60.82175504900481,r29,Jul-23,15.5,Yes,2023,Jul,2023-04-01,2023-07-01,2,1,3724,2831.1387037790737,1
Aweil North,2024-07-01,55.26812666904716,r30,Jul-24,15.9,Yes,2024,Jul,2024-04-01,2024-07-01,4,1,3724,6216.111387267172,1
Aweil South,2019-07-01,90.10058456047766,r24,Jul-19,15.1,Yes,2019,Jul,2019-04-01,2019-07-01,0,0,0,NA,1
Aweil South,2019-12-01,104.06308472837716,r25,Dec-19,14.6,No,2019,Dec,2019-09-01,2019-12-01,0,0,0,NA,0
Aweil South,2020-09-01,136.55421978479075,r26,Sep-20,10.7,No,2020,Sep,2020-06-01,2020-09-01,0,0,0,NA,0
Aweil South,2021-10-01,169.47162140088244,r27,Oct-21,10.7,No,2021,Oct,2021-07-01,2021-10-01,0,0,0,NA,0
Aweil South,2022-08-01,114.24624949016804,r28,Aug-22,16.8,Yes,2022,Aug,2022-05-01,2022-08-01,0,0,0,NA,1
Aweil South,2023-07-01,75.19253142629255,r29,Jul-23,17.4,Yes,2023,Jul,2023-04-01,2023-07-01,0,0,0,3186.2016408713225,1
Aweil South,2024-07-01,64.74711804100676,r30,Jul-24,29.2,Yes,2024,Jul,2024-04-01,2024-07-01,2,1,3193,NA,1
Aweil West,2019-07-01,84.28887507625329,r24,Jul-19,14.2,No,2019,Jul,2019-04-01,2019-07-01,0,0,0,NA,0
Aweil West,2019-12-01,103.27867474062847,r25,Dec-19,6,No,2019,Dec,2019-09-01,2019-12-01,0,0,0,NA,0
Aweil West,2020-09-01,135.59651353748285,r26,Sep-20,8.4,No,2020,Sep,2020-06-01,2020-09-01,0,0,0,NA,0
Aweil West,2021-10-01,165.67650880859827,r27,Oct-21,8.4,No,2021,Oct,2021-07-01,2021-10-01,0,0,0,3736.204850833333,0
Aweil West,2022-08-01,116.6107944032114,r28,Aug-22,10.6,No,2022,Aug,2022-05-01,2022-08-01,0,0,0,4498.324312805743,0
Aweil West,2023-07-01,67.91317304722332,r29,Jul-23,15.3,Yes,2023,Jul,2023-04-01,2023-07-01,0,0,0,3269.1770139763694,1
Aweil West,2024-07-01,62.30307095747489,r30,Jul-24,17.8,Yes,2024,Jul,2024-04-01,2024-07-01,11,0,18803,7568.546423232323,1
Awerial,2019-07-01,85.9983076920297,r24,Jul-19,15,No,2019,Jul,2019-04-01,2019-07-01,0,0,0,NA,0
Awerial,2019-12-01,109.90854044079228,r25,Dec-19,15.2,Yes,2019,Dec,2019-09-01,2019-12-01,0,0,0,NA,1
Awerial,2020-09-01,123.06773664867217,r26,Sep-20,1.6,No,2020,Sep,2020-06-01,2020-09-01,0,0,0,5738.659282733244,0
Awerial,2021-10-01,128.13279994544848,r27,Oct-21,1.6,No,2021,Oct,2021-07-01,2021-10-01,0,0,0,9644.26509157087,0
Awerial,2022-08-01,93.068964015239,r28,Aug-22,13,No,2022,Aug,2022-05-01,2022-08-01,0,0,0,10844.150636176815,0
Awerial,2023-07-01,81.58293335162625,r29,Jul-23,20.3,Yes,2023,Jul,2023-04-01,2023-07-01,11,5,9853,11703.227323809326,1
Awerial,2024-07-01,76.76767410992986,r30,Jul-24,18.8,Yes,2024,Jul,2024-04-01,2024-07-01,0,0,0,5450.375998454107,1
Ayod,2019-07-01,85.4946952513767,r24,Jul-19,9.3,No,2019,Jul,2019-04-01,2019-07-01,0,0,0,NA,0
Ayod,2019-12-01,95.2708485685082,r25,Dec-19,13.2,No,2019,Dec,2019-09-01,2019-12-01,0,0,0,NA,0
Ayod,2022-08-01,94.4033753328551,r28,Aug-22,12.2,No,2022,Aug,2022-05-01,2022-08-01,2,3,1095,NA,0
Ayod,2023-07-01,63.51731299000532,r29,Jul-23,17,Yes,2023,Jul,2023-04-01,2023-07-01,10,23,7895,NA,1
Ayod,2024-07-01,65.49667640175292,r30,Jul-24,14.7,No,2024,Jul,2024-04-01,2024-07-01,35,38,28670,NA,0
Baliet,2019-07-01,72.93177716960852,r24,Jul-19,18.2,Yes,2019,Jul,2019-04-01,2019-07-01,0,0,0,NA,1
Baliet,2019-12-01,106.37065054303883,r25,Dec-19,15.6,Yes,2019,Dec,2019-09-01,2019-12-01,0,0,0,NA,1
Baliet,2022-08-01,103.35245402231482,r28,Aug-22,15.9,Yes,2022,Aug,2022-05-01,2022-08-01,0,0,0,NA,1
Baliet,2023-07-01,52.68978466211245,r29,Jul-23,13.8,No,2023,Jul,2023-04-01,2023-07-01,2,2,1178,NA,0
Baliet,2024-07-01,54.5340425156507,r30,Jul-24,27.3,Yes,2024,Jul,2024-04-01,2024-07-01,14,10,86588,NA,1
Bor South,2019-07-01,86.6202209114729,r24,Jul-19,23.5,Yes,2019,Jul,2019-04-01,2019-07-01,0,0,0,NA,1
Bor South,2019-12-01,139.47589378806725,r25,Dec-19,18.4,Yes,2019,Dec,2019-09-01,2019-12-01,0,0,0,NA,1
Bor South,2020-09-01,141.1587969062129,r26,Sep-20,16.3,Yes,2020,Sep,2020-06-01,2020-09-01,0,0,0,7253.438056253386,1
Bor South,2021-10-01,122.39706548017952,r27,Oct-21,16.3,Yes,2021,Oct,2021-07-01,2021-10-01,0,0,0,7803.368808198151,1
Bor South,2022-08-01,98.30289878529726,r28,Aug-22,19.5,Yes,2022,Aug,2022-05-01,2022-08-01,3,0,8403,9297.194021991165,1
Bor South,2023-07-01,74.05621840404977,r29,Jul-23,22.7,Yes,2023,Jul,2023-04-01,2023-07-01,70,30,193603,4614.864727272222,1
Bor South,2024-07-01,81.33672418282212,r30,Jul-24,19.3,Yes,2024,Jul,2024-04-01,2024-07-01,54,42,75731,10294.091241745504,1
Budi,2019-07-01,89.684535742262,r24,Jul-19,25.8,Yes,2019,Jul,2019-04-01,2019-07-01,0,0,0,NA,1
Budi,2019-12-01,111.6108029790292,r25,Dec-19,16.8,Yes,2019,Dec,2019-09-01,2019-12-01,0,0,0,NA,1
Budi,2020-09-01,139.86512329946777,r26,Sep-20,7,No,2020,Sep,2020-06-01,2020-09-01,0,0,0,NA,0
Budi,2021-10-01,109.27050866394782,r27,Oct-21,7,No,2021,Oct,2021-07-01,2021-10-01,0,0,0,NA,0
Budi,2022-08-01,91.60062604912564,r28,Aug-22,5.9,No,2022,Aug,2022-05-01,2022-08-01,4,5,9503,NA,0
Budi,2023-07-01,92.35454840510944,r29,Jul-23,14.3,No,2023,Jul,2023-04-01,2023-07-01,41,55,221218,NA,0
Budi,2024-07-01,92.58753070880776,r30,Jul-24,14.9,No,2024,Jul,2024-04-01,2024-07-01,41,29,196683,NA,0
Canal/Pigi,2019-07-01,83.50093517531097,r24,Jul-19,20.1,Yes,2019,Jul,2019-04-01,2019-07-01,0,0,0,NA,1
Canal/Pigi,2019-12-01,105.73399217506062,r25,Dec-19,17.2,Yes,2019,Dec,2019-09-01,2019-12-01,0,0,0,NA,1
Canal/Pigi,2020-09-01,146.73148597315162,r26,Sep-20,2.9,No,2020,Sep,2020-06-01,2020-09-01,0,0,0,NA,0
Canal/Pigi,2021-10-01,142.71640926505412,r27,Oct-21,2.9,No,2021,Oct,2021-07-01,2021-10-01,0,0,0,NA,0
Canal/Pigi,2022-08-01,104.07659705951836,r28,Aug-22,26.2,Yes,2022,Aug,2022-05-01,2022-08-01,4,10,4282,NA,1
Canal/Pigi,2023-07-01,67.4232344943913,r29,Jul-23,6.5,No,2023,Jul,2023-04-01,2023-07-01,0,0,0,NA,0
Canal/Pigi,2024-07-01,64.1425466974444,r30,Jul-24,30.1,Yes,2024,Jul,2024-04-01,2024-07-01,5,0,955,NA,1
Cueibet,2019-07-01,101.7110804501706,r24,Jul-19,9.2,No,2019,Jul,2019-04-01,2019-07-01,0,0,0,NA,0
Cueibet,2019-12-01,102.34265676011395,r25,Dec-19,5.8,No,2019,Dec,2019-09-01,2019-12-01,0,0,0,NA,0
Cueibet,2020-09-01,153.92401672219526,r26,Sep-20,8.6,No,2020,Sep,2020-06-01,2020-09-01,0,0,0,NA,0
Cueibet,2021-10-01,146.46931559973322,r27,Oct-21,8.6,No,2021,Oct,2021-07-01,2021-10-01,0,0,0,NA,0
Cueibet,2022-08-01,107.877389753156,r28,Aug-22,7.8,No,2022,Aug,2022-05-01,2022-08-01,21,6,9277,NA,0
Cueibet,2023-07-01,98.94491504319625,r29,Jul-23,12.5,No,2023,Jul,2023-04-01,2023-07-01,54,34,59640,NA,0
Cueibet,2024-07-01,84.05791172140385,r30,Jul-24,9.2,No,2024,Jul,2024-04-01,2024-07-01,67,143,113891,NA,0
Duk,2019-07-01,85.91357222599592,r24,Jul-19,28.1,Yes,2019,Jul,2019-04-01,2019-07-01,0,0,0,NA,1
Duk,2019-12-01,96.64447869618202,r25,Dec-19,21.1,Yes,2019,Dec,2019-09-01,2019-12-01,0,0,0,NA,1
Duk,2020-09-01,138.10817128412754,r26,Sep-20,12,No,2020,Sep,2020-06-01,2020-09-01,0,0,0,NA,0
Duk,2021-10-01,137.69281578445035,r27,Oct-21,12,No,2021,Oct,2021-07-01,2021-10-01,0,0,0,NA,0
Duk,2022-08-01,98.02596192831788,r28,Aug-22,14,No,2022,Aug,2022-05-01,2022-08-01,4,8,5892,NA,0
Duk,2023-07-01,70.58661082479678,r29,Jul-23,17.8,Yes,2023,Jul,2023-04-01,2023-07-01,69,98,110756,NA,1
Duk,2024-07-01,70.27104608118934,r30,Jul-24,9.6,No,2024,Jul,2024-04-01,2024-07-01,52,102,89573,NA,0
Ezo,2019-07-01,143.01095489457677,r24,Jul-19,5.2,No,2019,Jul,2019-04-01,2019-07-01,0,0,0,NA,0
Ezo,2019-12-01,146.05740017755957,r25,Dec-19,6.9,No,2019,Dec,2019-09-01,2019-12-01,0,0,0,NA,0
Ezo,2022-08-01,144.19586254134896,r28,Aug-22,6.1,No,2022,Aug,2022-05-01,2022-08-01,0,0,0,NA,0
Ezo,2023-07-01,142.50346559654548,r29,Jul-23,8.9,No,2023,Jul,2023-04-01,2023-07-01,0,0,0,NA,0
Ezo,2024-07-01,112.9208846644672,r30,Jul-24,3.2,No,2024,Jul,2024-04-01,2024-07-01,19,20,202497,NA,0
Fangak,2019-07-01,79.34022107845024,r24,Jul-19,25.1,Yes,2019,Jul,2019-04-01,2019-07-01,0,0,0,NA,1
Fangak,2019-12-01,106.79632941896992,r25,Dec-19,68.4,Yes,2019,Dec,2019-09-01,2019-12-01,0,0,0,NA,1
Fangak,2020-09-01,136.60354034147346,r26,Sep-20,24.2,Yes,2020,Sep,2020-06-01,2020-09-01,0,0,0,NA,1
Fangak,2021-10-01,135.3648651146891,r27,Oct-21,24.2,Yes,2021,Oct,2021-07-01,2021-10-01,0,0,0,NA,1
Fangak,2022-08-01,90.03892820694269,r28,Aug-22,28.4,Yes,2022,Aug,2022-05-01,2022-08-01,3,10,25433,NA,1
Fangak,2023-07-01,58.242156787680926,r29,Jul-23,17,Yes,2023,Jul,2023-04-01,2023-07-01,0,0,0,7059.815137201476,1
Fangak,2024-07-01,59.95275798409351,r30,Jul-24,22.1,Yes,2024,Jul,2024-04-01,2024-07-01,3,4,24127,5509.525430630494,1
Fashoda,2019-07-01,67.78577762925967,r24,Jul-19,15.4,Yes,2019,Jul,2019-04-01,2019-07-01,0,0,0,NA,1
Fashoda,2019-12-01,107.67001628889776,r25,Dec-19,9.3,No,2019,Dec,2019-09-01,2019-12-01,0,0,0,NA,0
Fashoda,2022-08-01,100.5624436226803,r28,Aug-22,8.7,No,2022,Aug,2022-05-01,2022-08-01,0,0,0,NA,0
Fashoda,2023-07-01,54.161956724960845,r29,Jul-23,13.9,No,2023,Jul,2023-04-01,2023-07-01,7,12,18055,4640.646688167228,0
Fashoda,2024-07-01,53.285554395486216,r30,Jul-24,11.4,No,2024,Jul,2024-04-01,2024-07-01,5,4,16016,9800.307588282358,0
Gogrial East,2019-07-01,81.1405935545427,r24,Jul-19,21.5,Yes,2019,Jul,2019-04-01,2019-07-01,0,0,0,NA,1
Gogrial East,2019-12-01,105.77390921493708,r25,Dec-19,6.6,No,2019,Dec,2019-09-01,2019-12-01,0,0,0,NA,0
Gogrial East,2020-09-01,127.13737984946324,r26,Sep-20,11.7,No,2020,Sep,2020-06-01,2020-09-01,0,0,0,NA,0
Gogrial East,2021-10-01,151.39958161301558,r27,Oct-21,11.7,No,2021,Oct,2021-07-01,2021-10-01,0,0,0,NA,0
Gogrial East,2022-08-01,98.2113911517778,r28,Aug-22,16.1,Yes,2022,Aug,2022-05-01,2022-08-01,0,0,0,NA,1
Gogrial East,2023-07-01,71.92714134773888,r29,Jul-23,14.9,No,2023,Jul,2023-04-01,2023-07-01,16,25,14991,NA,0
Gogrial East,2024-07-01,60.005257447077035,r30,Jul-24,8.7,No,2024,Jul,2024-04-01,2024-07-01,15,95,26615,NA,0
Gogrial West,2019-07-01,84.30602006900992,r24,Jul-19,12.9,No,2019,Jul,2019-04-01,2019-07-01,0,0,0,NA,0
Gogrial West,2019-12-01,106.8508682801555,r25,Dec-19,18.3,Yes,2019,Dec,2019-09-01,2019-12-01,0,0,0,NA,1
Gogrial West,2020-09-01,131.35874476434367,r26,Sep-20,9.7,No,2020,Sep,2020-06-01,2020-09-01,0,0,0,4333.737811029201,0
Gogrial West,2021-10-01,159.04414385513772,r27,Oct-21,9.7,No,2021,Oct,2021-07-01,2021-10-01,0,0,0,6778.213194870371,0
Gogrial West,2022-08-01,108.76615396940568,r28,Aug-22,12.8,No,2022,Aug,2022-05-01,2022-08-01,0,0,0,7850.738987995279,0
Gogrial West,2023-07-01,77.12209961326572,r29,Jul-23,14.6,No,2023,Jul,2023-04-01,2023-07-01,6,5,10513,4199.505039491263,0
Gogrial West,2024-07-01,64.40563519606053,r30,Jul-24,14,No,2024,Jul,2024-04-01,2024-07-01,18,20,47921,9903.961344979629,0
Guit,2019-07-01,74.08928238463562,r24,Jul-19,16,Yes,2019,Jul,2019-04-01,2019-07-01,0,0,0,NA,1
Guit,2019-12-01,118.40646909986444,r25,Dec-19,9.7,No,2019,Dec,2019-09-01,2019-12-01,0,0,0,NA,0
Guit,2020-09-01,131.38733052190065,r26,Sep-20,13.1,No,2020,Sep,2020-06-01,2020-09-01,0,0,0,NA,0
Guit,2021-10-01,146.43717428283122,r27,Oct-21,13.1,No,2021,Oct,2021-07-01,2021-10-01,0,0,0,NA,0
Guit,2022-08-01,87.85061003332285,r28,Aug-22,20.8,Yes,2022,Aug,2022-05-01,2022-08-01,2,1,2093,NA,1
Guit,2023-07-01,56.3676235684771,r29,Jul-23,16.9,Yes,2023,Jul,2023-04-01,2023-07-01,0,0,0,NA,1
Guit,2024-07-01,57.10411884029037,r30,Jul-24,10.9,No,2024,Jul,2024-04-01,2024-07-01,0,0,0,NA,0
Ibba,2019-07-01,140.47570667785607,r24,Jul-19,3.1,No,2019,Jul,2019-04-01,2019-07-01,0,0,0,NA,0
Ibba,2019-12-01,159.86148506055116,r25,Dec-19,3.4,No,2019,Dec,2019-09-01,2019-12-01,0,0,0,NA,0
Ibba,2020-09-01,194.96219485368871,r26,Sep-20,3.6,No,2020,Sep,2020-06-01,2020-09-01,0,0,0,NA,0
Ibba,2021-10-01,175.72523361848897,r27,Oct-21,3.6,No,2021,Oct,2021-07-01,2021-10-01,0,0,0,NA,0
Ibba,2022-08-01,140.3871841100202,r28,Aug-22,5.3,No,2022,Aug,2022-05-01,2022-08-01,0,0,0,NA,0
Ibba,2023-07-01,150.92235716647227,r29,Jul-23,11.3,No,2023,Jul,2023-04-01,2023-07-01,12,12,72698,NA,0
Ibba,2024-07-01,117.49858011234237,r30,Jul-24,2.7,No,2024,Jul,2024-04-01,2024-07-01,5,4,25823,NA,0
Ikotos,2019-07-01,103.65842230706218,r24,Jul-19,7.5,No,2019,Jul,2019-04-01,2019-07-01,0,0,0,NA,0
Ikotos,2019-12-01,127.59841490584289,r25,Dec-19,6.2,No,2019,Dec,2019-09-01,2019-12-01,0,0,0,NA,0
Ikotos,2020-09-01,164.36783227974146,r26,Sep-20,11.3,No,2020,Sep,2020-06-01,2020-09-01,0,0,0,NA,0
Ikotos,2021-10-01,127.42173210998988,r27,Oct-21,11.3,No,2021,Oct,2021-07-01,2021-10-01,0,0,0,NA,0
Ikotos,2022-08-01,101.28367615866546,r28,Aug-22,11.5,No,2022,Aug,2022-05-01,2022-08-01,4,4,8134,NA,0
Ikotos,2023-07-01,93.82394151811944,r29,Jul-23,16.3,Yes,2023,Jul,2023-04-01,2023-07-01,19,16,323424,NA,1
Ikotos,2024-07-01,94.51518642747826,r30,Jul-24,6.7,No,2024,Jul,2024-04-01,2024-07-01,11,5,181326,NA,0
Juba,2019-07-01,118.04794614152816,r24,Jul-19,11.7,No,2019,Jul,2019-04-01,2019-07-01,0,0,0,NA,0
Juba,2019-12-01,132.87210402400174,r25,Dec-19,10.5,No,2019,Dec,2019-09-01,2019-12-01,0,0,0,NA,0
Juba,2020-09-01,151.30728073938053,r26,Sep-20,7.5,No,2020,Sep,2020-06-01,2020-09-01,0,0,0,6371.405105726154,0
Juba,2021-10-01,136.1842550372384,r27,Oct-21,7.5,No,2021,Oct,2021-07-01,2021-10-01,0,0,0,10965.199777394331,0
Juba,2022-08-01,105.97566748875866,r28,Aug-22,6.3,No,2022,Aug,2022-05-01,2022-08-01,14,7,16956,13045.250628892856,0
Juba,2023-07-01,95.51827973718471,r29,Jul-23,17.3,Yes,2023,Jul,2023-04-01,2023-07-01,144,197,243199,6594.309530619131,1
Juba,2024-07-01,94.66295120718053,r30,Jul-24,7.5,No,2024,Jul,2024-04-01,2024-07-01,105,71,226603,12515.903758175742,0
Jur River,2019-07-01,109.26569806137434,r24,Jul-19,8.9,No,2019,Jul,2019-04-01,2019-07-01,0,0,0,NA,0
Jur River,2019-12-01,119.34690202644352,r25,Dec-19,9.5,No,2019,Dec,2019-09-01,2019-12-01,0,0,0,NA,0
Jur River,2020-09-01,155.80927209151898,r26,Sep-20,8,No,2020,Sep,2020-06-01,2020-09-01,0,0,0,NA,0
Jur River,2021-10-01,178.28322032695849,r27,Oct-21,8,No,2021,Oct,2021-07-01,2021-10-01,0,0,0,NA,0
Jur River,2022-08-01,131.9398658970102,r28,Aug-22,6,No,2022,Aug,2022-05-01,2022-08-01,5,2,6305,NA,0
Jur River,2023-07-01,99.65353445958534,r29,Jul-23,26.9,Yes,2023,Jul,2023-04-01,2023-07-01,0,0,0,NA,1
Jur River,2024-07-01,81.83194461415452,r30,Jul-24,14.5,No,2024,Jul,2024-04-01,2024-07-01,36,43,49173,NA,0
Kapoeta East,2019-07-01,75.45324829197102,r24,Jul-19,16.5,Yes,2019,Jul,2019-04-01,2019-07-01,0,0,0,NA,1
Kapoeta East,2019-12-01,90.04981678683312,r25,Dec-19,10.8,No,2019,Dec,2019-09-01,2019-12-01,0,0,0,NA,0
Kapoeta East,2020-09-01,78.10486832794908,r26,Sep-20,5.6,No,2020,Sep,2020-06-01,2020-09-01,0,0,0,NA,0
Kapoeta East,2021-10-01,68.37638948930962,r27,Oct-21,5.6,No,2021,Oct,2021-07-01,2021-10-01,0,0,0,NA,0
Kapoeta East,2022-08-01,70.97682621750764,r28,Aug-22,3.8,No,2022,Aug,2022-05-01,2022-08-01,2,4,51678,NA,0
Kapoeta East,2023-07-01,83.53104524571124,r29,Jul-23,13.6,No,2023,Jul,2023-04-01,2023-07-01,31,57,234112,NA,0
Kapoeta East,2024-07-01,96.91798619690437,r30,Jul-24,18.7,Yes,2024,Jul,2024-04-01,2024-07-01,60,218,507844,NA,1
Kapoeta North,2019-07-01,82.55209810194,r24,Jul-19,10.1,No,2019,Jul,2019-04-01,2019-07-01,0,0,0,NA,0
Kapoeta North,2019-12-01,121.853690806527,r25,Dec-19,12.1,No,2019,Dec,2019-09-01,2019-12-01,0,0,0,NA,0
Kapoeta North,2020-09-01,116.06871233738416,r26,Sep-20,5.7,No,2020,Sep,2020-06-01,2020-09-01,0,0,0,NA,0
Kapoeta North,2021-10-01,108.89846165039276,r27,Oct-21,5.7,No,2021,Oct,2021-07-01,2021-10-01,0,0,0,NA,0
Kapoeta North,2022-08-01,82.09918655146951,r28,Aug-22,8.8,No,2022,Aug,2022-05-01,2022-08-01,1,0,943,NA,0
Kapoeta North,2023-07-01,78.12409456941741,r29,Jul-23,5.3,No,2023,Jul,2023-04-01,2023-07-01,10,42,362356,NA,0
Kapoeta North,2024-07-01,86.71280168915756,r30,Jul-24,9.6,No,2024,Jul,2024-04-01,2024-07-01,23,26,171874,NA,0
Kapoeta South,2019-07-01,79.66426878243139,r24,Jul-19,12.9,No,2019,Jul,2019-04-01,2019-07-01,0,0,0,NA,0
Kapoeta South,2019-12-01,103.7905654937706,r25,Dec-19,13.7,No,2019,Dec,2019-09-01,2019-12-01,0,0,0,NA,0
Kapoeta South,2020-09-01,108.49592215952516,r26,Sep-20,8.4,No,2020,Sep,2020-06-01,2020-09-01,0,0,0,5488.380632526672,0
Kapoeta South,2021-10-01,97.2112075136478,r27,Oct-21,8.4,No,2021,Oct,2021-07-01,2021-10-01,0,0,0,8676.59952567766,0
Kapoeta South,2022-08-01,77.8324843477415,r28,Aug-22,8.7,No,2022,Aug,2022-05-01,2022-08-01,1,0,0,8383.250155879075,0
Kapoeta South,2023-07-01,86.46918797245502,r29,Jul-23,15.6,Yes,2023,Jul,2023-04-01,2023-07-01,22,23,476535,3476.0292395927618,1
Kapoeta South,2024-07-01,85.62725856498508,r30,Jul-24,19.3,Yes,2024,Jul,2024-04-01,2024-07-01,15,33,294626,7098.627746512829,1
Koch,2019-07-01,85.8225751072628,r24,Jul-19,11.3,No,2019,Jul,2019-04-01,2019-07-01,0,0,0,NA,0
Koch,2019-12-01,107.88926339634378,r25,Dec-19,8.7,No,2019,Dec,2019-09-01,2019-12-01,0,0,0,NA,0
Koch,2020-09-01,148.8853940294121,r26,Sep-20,11.6,No,2020,Sep,2020-06-01,2020-09-01,0,0,0,NA,0
Koch,2021-10-01,149.9628301509514,r27,Oct-21,11.6,No,2021,Oct,2021-07-01,2021-10-01,0,0,0,NA,0
Koch,2022-08-01,89.56759780720468,r28,Aug-22,11.9,No,2022,Aug,2022-05-01,2022-08-01,2,3,4089,NA,0
Koch,2023-07-01,62.63664323829909,r29,Jul-23,12.7,No,2023,Jul,2023-04-01,2023-07-01,4,2,2661,NA,0
Koch,2024-07-01,58.46792862243599,r30,Jul-24,19.6,Yes,2024,Jul,2024-04-01,2024-07-01,4,1,1916,NA,1
Lafon,2019-07-01,93.42344492363168,r24,Jul-19,12.9,No,2019,Jul,2019-04-01,2019-07-01,0,0,0,NA,0
Lafon,2019-12-01,122.29801199605018,r25,Dec-19,7.1,No,2019,Dec,2019-09-01,2019-12-01,0,0,0,NA,0
Lafon,2020-09-01,141.25527259315248,r26,Sep-20,11.7,No,2020,Sep,2020-06-01,2020-09-01,0,0,0,NA,0
